  TIME                                    , SERIAL                                   , DATETIME 
3821.75,45817.24,2025-06-09 5:45
3822.00,45817.25,2025-06-09 6:00
3822.25,45817.26,2025-06-09 6:15
3822.50,45817.27,2025-06-09 6:30
3822.75,45817.28,2025-06-09 6:45
3823.00,45817.29,2025-06-09 7:00
3823.25,45817.30,2025-06-09 7:15
3823.50,45817.31,2025-06-09 7:30
3823.75,45817.32,2025-06-09 7:45
3824.00,45817.33,2025-06-09 8:00
3824.25,45817.34,2025-06-09 8:15
3824.50,45817.35,2025-06-09 8:30
3824.75,45817.36,2025-06-09 8:45
3825.00,45817.38,2025-06-09 9:00
3825.25,45817.39,2025-06-09 9:15
3825.50,45817.40,2025-06-09 9:30
3825.75,45817.41,2025-06-09 9:45
3826.00,45817.42,2025-06-09 10:00
3826.25,45817.43,2025-06-09 10:15
3826.50,45817.44,2025-06-09 10:30
3826.75,45817.45,2025-06-09 10:45
3827.00,45817.46,2025-06-09 11:00
3827.25,45817.47,2025-06-09 11:15
3827.50,45817.48,2025-06-09 11:30
3827.75,45817.49,2025-06-09 11:45
3828.00,45817.50,2025-06-09 12:00
3828.25,45817.51,2025-06-09 12:15
3828.50,45817.52,2025-06-09 12:30
3828.75,45817.53,2025-06-09 12:45
3829.00,45817.54,2025-06-09 13:00
3829.25,45817.55,2025-06-09 13:15
3829.50,45817.56,2025-06-09 13:30
3829.75,45817.57,2025-06-09 13:45
3830.00,45817.58,2025-06-09 14:00
3830.25,45817.59,2025-06-09 14:15
3830.50,45817.60,2025-06-09 14:30
3830.75,45817.61,2025-06-09 14:45
3831.00,45817.63,2025-06-09 15:00
3831.25,45817.64,2025-06-09 15:15
3831.50,45817.65,2025-06-09 15:30
3831.75,45817.66,2025-06-09 15:45
3832.00,45817.67,2025-06-09 16:00
3832.25,45817.68,2025-06-09 16:15
3832.50,45817.69,2025-06-09 16:30
3832.75,45817.70,2025-06-09 16:45
3833.00,45817.71,2025-06-09 17:00
3833.25,45817.72,2025-06-09 17:15
3833.50,45817.73,2025-06-09 17:30
3833.75,45817.74,2025-06-09 17:45
3834.00,45817.75,2025-06-09 18:00
3834.25,45817.76,2025-06-09 18:15
3834.50,45817.77,2025-06-09 18:30
3834.75,45817.78,2025-06-09 18:45
3835.00,45817.79,2025-06-09 19:00
3835.25,45817.80,2025-06-09 19:15
3835.50,45817.81,2025-06-09 19:30
3835.75,45817.82,2025-06-09 19:45
3836.00,45817.83,2025-06-09 20:00
3836.25,45817.84,2025-06-09 20:15
3836.50,45817.85,2025-06-09 20:30
3836.75,45817.86,2025-06-09 20:45
3837.00,45817.88,2025-06-09 21:00
3837.25,45817.89,2025-06-09 21:15
3837.50,45817.90,2025-06-09 21:30
3837.75,45817.91,2025-06-09 21:45
3838.00,45817.92,2025-06-09 22:00
3838.25,45817.93,2025-06-09 22:15
3838.50,45817.94,2025-06-09 22:30
3838.75,45817.95,2025-06-09 22:45
3839.00,45817.96,2025-06-09 23:00
3839.25,45817.97,2025-06-09 23:15
3839.50,45817.98,2025-06-09 23:30
3839.75,45817.99,2025-06-09 23:45
3840.00,45818.00,2025-06-10 0:00
3840.25,45818.01,2025-06-10 0:15
3840.50,45818.02,2025-06-10 0:30
3840.75,45818.03,2025-06-10 0:45
3841.00,45818.04,2025-06-10 1:00
3841.25,45818.05,2025-06-10 1:15
3841.50,45818.06,2025-06-10 1:30
3841.75,45818.07,2025-06-10 1:45
3842.00,45818.08,2025-06-10 2:00
3842.25,45818.09,2025-06-10 2:15
3842.50,45818.10,2025-06-10 2:30
3842.75,45818.11,2025-06-10 2:45
3843.00,45818.13,2025-06-10 3:00
3843.25,45818.14,2025-06-10 3:15
3843.50,45818.15,2025-06-10 3:30
3843.75,45818.16,2025-06-10 3:45
3844.00,45818.17,2025-06-10 4:00
3844.25,45818.18,2025-06-10 4:15
3844.50,45818.19,2025-06-10 4:30
3844.75,45818.20,2025-06-10 4:45
3845.00,45818.21,2025-06-10 5:00
3845.25,45818.22,2025-06-10 5:15
3845.50,45818.23,2025-06-10 5:30
3845.75,45818.24,2025-06-10 5:45
3846.00,45818.25,2025-06-10 6:00
3846.25,45818.26,2025-06-10 6:15
3846.50,45818.27,2025-06-10 6:30
3846.75,45818.28,2025-06-10 6:45
3847.00,45818.29,2025-06-10 7:00
3847.25,45818.30,2025-06-10 7:15
3847.50,45818.31,2025-06-10 7:30
3847.75,45818.32,2025-06-10 7:45
3848.00,45818.33,2025-06-10 8:00
3848.25,45818.34,2025-06-10 8:15
3848.50,45818.35,2025-06-10 8:30
3848.75,45818.36,2025-06-10 8:45
3849.00,45818.38,2025-06-10 9:00
3849.25,45818.39,2025-06-10 9:15
3849.50,45818.40,2025-06-10 9:30
3849.75,45818.41,2025-06-10 9:45
3850.00,45818.42,2025-06-10 10:00
3850.25,45818.43,2025-06-10 10:15
3850.50,45818.44,2025-06-10 10:30
3850.75,45818.45,2025-06-10 10:45
3851.00,45818.46,2025-06-10 11:00
3851.25,45818.47,2025-06-10 11:15
3851.50,45818.48,2025-06-10 11:30
3851.75,45818.49,2025-06-10 11:45
3852.00,45818.50,2025-06-10 12:00
3852.25,45818.51,2025-06-10 12:15
3852.50,45818.52,2025-06-10 12:30
3852.75,45818.53,2025-06-10 12:45
3853.00,45818.54,2025-06-10 13:00
3853.25,45818.55,2025-06-10 13:15
3853.50,45818.56,2025-06-10 13:30
3853.75,45818.57,2025-06-10 13:45
3854.00,45818.58,2025-06-10 14:00
3854.25,45818.59,2025-06-10 14:15
3854.50,45818.60,2025-06-10 14:30
3854.75,45818.61,2025-06-10 14:45
3855.00,45818.63,2025-06-10 15:00
3855.25,45818.64,2025-06-10 15:15
3855.50,45818.65,2025-06-10 15:30
3855.75,45818.66,2025-06-10 15:45
3856.00,45818.67,2025-06-10 16:00
3856.25,45818.68,2025-06-10 16:15
3856.50,45818.69,2025-06-10 16:30
3856.75,45818.70,2025-06-10 16:45
3857.00,45818.71,2025-06-10 17:00
3857.25,45818.72,2025-06-10 17:15
3857.50,45818.73,2025-06-10 17:30
3857.75,45818.74,2025-06-10 17:45
3858.00,45818.75,2025-06-10 18:00
3858.25,45818.76,2025-06-10 18:15
3858.50,45818.77,2025-06-10 18:30
3858.75,45818.78,2025-06-10 18:45
3859.00,45818.79,2025-06-10 19:00
3859.25,45818.80,2025-06-10 19:15
3859.50,45818.81,2025-06-10 19:30
3859.75,45818.82,2025-06-10 19:45
3860.00,45818.83,2025-06-10 20:00
3860.25,45818.84,2025-06-10 20:15
3860.50,45818.85,2025-06-10 20:30
3860.75,45818.86,2025-06-10 20:45
3861.00,45818.88,2025-06-10 21:00
3861.25,45818.89,2025-06-10 21:15
3861.50,45818.90,2025-06-10 21:30
3861.75,45818.91,2025-06-10 21:45
3862.00,45818.92,2025-06-10 22:00
3862.25,45818.93,2025-06-10 22:15
3862.50,45818.94,2025-06-10 22:30
3862.75,45818.95,2025-06-10 22:45
3863.00,45818.96,2025-06-10 23:00
3863.25,45818.97,2025-06-10 23:15
3863.50,45818.98,2025-06-10 23:30
3863.75,45818.99,2025-06-10 23:45
3864.00,45819.00,2025-06-11 0:00
3864.25,45819.01,2025-06-11 0:15
3864.50,45819.02,2025-06-11 0:30
3864.75,45819.03,2025-06-11 0:45
3865.00,45819.04,2025-06-11 1:00
3865.25,45819.05,2025-06-11 1:15
3865.50,45819.06,2025-06-11 1:30
3865.75,45819.07,2025-06-11 1:45
3866.00,45819.08,2025-06-11 2:00
3866.25,45819.09,2025-06-11 2:15
3866.50,45819.10,2025-06-11 2:30
3866.75,45819.11,2025-06-11 2:45
3867.00,45819.13,2025-06-11 3:00
3867.25,45819.14,2025-06-11 3:15
3867.50,45819.15,2025-06-11 3:30
3867.75,45819.16,2025-06-11 3:45
3868.00,45819.17,2025-06-11 4:00
3868.25,45819.18,2025-06-11 4:15
3868.50,45819.19,2025-06-11 4:30
3868.75,45819.20,2025-06-11 4:45
3869.00,45819.21,2025-06-11 5:00
3869.25,45819.22,2025-06-11 5:15
3869.50,45819.23,2025-06-11 5:30
3869.75,45819.24,2025-06-11 5:45
3870.00,45819.25,2025-06-11 6:00
3870.25,45819.26,2025-06-11 6:15
3870.50,45819.27,2025-06-11 6:30
3870.75,45819.28,2025-06-11 6:45
3871.00,45819.29,2025-06-11 7:00
3871.25,45819.30,2025-06-11 7:15
3871.50,45819.31,2025-06-11 7:30
3871.75,45819.32,2025-06-11 7:45
3872.00,45819.33,2025-06-11 8:00
3872.25,45819.34,2025-06-11 8:15
3872.50,45819.35,2025-06-11 8:30
3872.75,45819.36,2025-06-11 8:45
3873.00,45819.38,2025-06-11 9:00
3873.25,45819.39,2025-06-11 9:15
3873.50,45819.40,2025-06-11 9:30
3873.75,45819.41,2025-06-11 9:45
3874.00,45819.42,2025-06-11 10:00
3874.25,45819.43,2025-06-11 10:15
3874.50,45819.44,2025-06-11 10:30
3874.75,45819.45,2025-06-11 10:45
3875.00,45819.46,2025-06-11 11:00
3875.25,45819.47,2025-06-11 11:15
3875.50,45819.48,2025-06-11 11:30
3875.75,45819.49,2025-06-11 11:45
3876.00,45819.50,2025-06-11 12:00
3876.25,45819.51,2025-06-11 12:15
3876.50,45819.52,2025-06-11 12:30
3876.75,45819.53,2025-06-11 12:45
3877.00,45819.54,2025-06-11 13:00
3877.25,45819.55,2025-06-11 13:15
3877.50,45819.56,2025-06-11 13:30
3877.75,45819.57,2025-06-11 13:45
3878.00,45819.58,2025-06-11 14:00
3878.25,45819.59,2025-06-11 14:15
3878.50,45819.60,2025-06-11 14:30
3878.75,45819.61,2025-06-11 14:45
3879.00,45819.63,2025-06-11 15:00
3879.25,45819.64,2025-06-11 15:15
3879.50,45819.65,2025-06-11 15:30
3879.75,45819.66,2025-06-11 15:45
3880.00,45819.67,2025-06-11 16:00
3880.25,45819.68,2025-06-11 16:15
3880.50,45819.69,2025-06-11 16:30
3880.75,45819.70,2025-06-11 16:45
3881.00,45819.71,2025-06-11 17:00
3881.25,45819.72,2025-06-11 17:15
3881.50,45819.73,2025-06-11 17:30
3881.75,45819.74,2025-06-11 17:45
3882.00,45819.75,2025-06-11 18:00
3882.25,45819.76,2025-06-11 18:15
3882.50,45819.77,2025-06-11 18:30
3882.75,45819.78,2025-06-11 18:45
3883.00,45819.79,2025-06-11 19:00
3883.25,45819.80,2025-06-11 19:15
3883.50,45819.81,2025-06-11 19:30
3883.75,45819.82,2025-06-11 19:45
3884.00,45819.83,2025-06-11 20:00
3884.25,45819.84,2025-06-11 20:15
3884.50,45819.85,2025-06-11 20:30
3884.75,45819.86,2025-06-11 20:45
3885.00,45819.88,2025-06-11 21:00
3885.25,45819.89,2025-06-11 21:15
3885.50,45819.90,2025-06-11 21:30
3885.75,45819.91,2025-06-11 21:45
3886.00,45819.92,2025-06-11 22:00
3886.25,45819.93,2025-06-11 22:15
3886.50,45819.94,2025-06-11 22:30
3886.75,45819.95,2025-06-11 22:45
3887.00,45819.96,2025-06-11 23:00
3887.25,45819.97,2025-06-11 23:15
3887.50,45819.98,2025-06-11 23:30
3887.75,45819.99,2025-06-11 23:45
3888.00,45820.00,2025-06-12 0:00
3888.25,45820.01,2025-06-12 0:15
3888.50,45820.02,2025-06-12 0:30
3888.75,45820.03,2025-06-12 0:45
3889.00,45820.04,2025-06-12 1:00
3889.25,45820.05,2025-06-12 1:15
3889.50,45820.06,2025-06-12 1:30
3889.75,45820.07,2025-06-12 1:45
3890.00,45820.08,2025-06-12 2:00
3890.25,45820.09,2025-06-12 2:15
3890.50,45820.10,2025-06-12 2:30
3890.75,45820.11,2025-06-12 2:45
3891.00,45820.13,2025-06-12 3:00
3891.25,45820.14,2025-06-12 3:15
3891.50,45820.15,2025-06-12 3:30
3891.75,45820.16,2025-06-12 3:45
3892.00,45820.17,2025-06-12 4:00
3892.25,45820.18,2025-06-12 4:15
3892.50,45820.19,2025-06-12 4:30
3892.75,45820.20,2025-06-12 4:45
3893.00,45820.21,2025-06-12 5:00
3893.25,45820.22,2025-06-12 5:15
3893.50,45820.23,2025-06-12 5:30
3893.75,45820.24,2025-06-12 5:45
3894.00,45820.25,2025-06-12 6:00
3894.25,45820.26,2025-06-12 6:15
3894.50,45820.27,2025-06-12 6:30
3894.75,45820.28,2025-06-12 6:45
3895.00,45820.29,2025-06-12 7:00
3895.25,45820.30,2025-06-12 7:15
3895.50,45820.31,2025-06-12 7:30
3895.75,45820.32,2025-06-12 7:45
3896.00,45820.33,2025-06-12 8:00
3896.25,45820.34,2025-06-12 8:15
3896.50,45820.35,2025-06-12 8:30
3896.75,45820.36,2025-06-12 8:45
3897.00,45820.38,2025-06-12 9:00
3897.25,45820.39,2025-06-12 9:15
3897.50,45820.40,2025-06-12 9:30
3897.75,45820.41,2025-06-12 9:45
3898.00,45820.42,2025-06-12 10:00
3898.25,45820.43,2025-06-12 10:15
3898.50,45820.44,2025-06-12 10:30
3898.75,45820.45,2025-06-12 10:45
3899.00,45820.46,2025-06-12 11:00
3899.25,45820.47,2025-06-12 11:15
3899.50,45820.48,2025-06-12 11:30
3899.75,45820.49,2025-06-12 11:45
3900.00,45820.50,2025-06-12 12:00
3900.25,45820.51,2025-06-12 12:15
3900.50,45820.52,2025-06-12 12:30
3900.75,45820.53,2025-06-12 12:45
3901.00,45820.54,2025-06-12 13:00
3901.25,45820.55,2025-06-12 13:15
3901.50,45820.56,2025-06-12 13:30
3901.75,45820.57,2025-06-12 13:45
3902.00,45820.58,2025-06-12 14:00
3902.25,45820.59,2025-06-12 14:15
3902.50,45820.60,2025-06-12 14:30
3902.75,45820.61,2025-06-12 14:45
3903.00,45820.63,2025-06-12 15:00
3903.25,45820.64,2025-06-12 15:15
3903.50,45820.65,2025-06-12 15:30
3903.75,45820.66,2025-06-12 15:45
3904.00,45820.67,2025-06-12 16:00
3904.25,45820.68,2025-06-12 16:15
3904.50,45820.69,2025-06-12 16:30
3904.75,45820.70,2025-06-12 16:45
3905.00,45820.71,2025-06-12 17:00
3905.25,45820.72,2025-06-12 17:15
3905.50,45820.73,2025-06-12 17:30
3905.75,45820.74,2025-06-12 17:45
3906.00,45820.75,2025-06-12 18:00
3906.25,45820.76,2025-06-12 18:15
3906.50,45820.77,2025-06-12 18:30
3906.75,45820.78,2025-06-12 18:45
3907.00,45820.79,2025-06-12 19:00
3907.25,45820.80,2025-06-12 19:15
3907.50,45820.81,2025-06-12 19:30
3907.75,45820.82,2025-06-12 19:45
3908.00,45820.83,2025-06-12 20:00
3908.25,45820.84,2025-06-12 20:15
3908.50,45820.85,2025-06-12 20:30
3908.75,45820.86,2025-06-12 20:45
3909.00,45820.88,2025-06-12 21:00
3909.25,45820.89,2025-06-12 21:15
3909.50,45820.90,2025-06-12 21:30
3909.75,45820.91,2025-06-12 21:45
3910.00,45820.92,2025-06-12 22:00
3910.25,45820.93,2025-06-12 22:15
3910.50,45820.94,2025-06-12 22:30
3910.75,45820.95,2025-06-12 22:45
3911.00,45820.96,2025-06-12 23:00
3911.25,45820.97,2025-06-12 23:15
3911.50,45820.98,2025-06-12 23:30
3911.75,45820.99,2025-06-12 23:45
3912.00,45821.00,2025-06-13 0:00
3912.25,45821.01,2025-06-13 0:15
3912.50,45821.02,2025-06-13 0:30
3912.75,45821.03,2025-06-13 0:45
3913.00,45821.04,2025-06-13 1:00
3913.25,45821.05,2025-06-13 1:15
3913.50,45821.06,2025-06-13 1:30
3913.75,45821.07,2025-06-13 1:45
3914.00,45821.08,2025-06-13 2:00
3914.25,45821.09,2025-06-13 2:15
3914.50,45821.10,2025-06-13 2:30
3914.75,45821.11,2025-06-13 2:45
3915.00,45821.13,2025-06-13 3:00
3915.25,45821.14,2025-06-13 3:15
3915.50,45821.15,2025-06-13 3:30
3915.75,45821.16,2025-06-13 3:45
3916.00,45821.17,2025-06-13 4:00
3916.25,45821.18,2025-06-13 4:15
3916.50,45821.19,2025-06-13 4:30
3916.75,45821.20,2025-06-13 4:45
3917.00,45821.21,2025-06-13 5:00
3917.25,45821.22,2025-06-13 5:15
3917.50,45821.23,2025-06-13 5:30
3917.75,45821.24,2025-06-13 5:45
3918.00,45821.25,2025-06-13 6:00
3918.25,45821.26,2025-06-13 6:15
3918.50,45821.27,2025-06-13 6:30
3918.75,45821.28,2025-06-13 6:45
3919.00,45821.29,2025-06-13 7:00
3919.25,45821.30,2025-06-13 7:15
3919.50,45821.31,2025-06-13 7:30
3919.75,45821.32,2025-06-13 7:45
3920.00,45821.33,2025-06-13 8:00
3920.25,45821.34,2025-06-13 8:15
3920.50,45821.35,2025-06-13 8:30
3920.75,45821.36,2025-06-13 8:45
3921.00,45821.38,2025-06-13 9:00
3921.25,45821.39,2025-06-13 9:15
3921.50,45821.40,2025-06-13 9:30
3921.75,45821.41,2025-06-13 9:45
3922.00,45821.42,2025-06-13 10:00
3922.25,45821.43,2025-06-13 10:15
3922.50,45821.44,2025-06-13 10:30
3922.75,45821.45,2025-06-13 10:45
3923.00,45821.46,2025-06-13 11:00
3923.25,45821.47,2025-06-13 11:15
3923.50,45821.48,2025-06-13 11:30
3923.75,45821.49,2025-06-13 11:45
3924.00,45821.50,2025-06-13 12:00
3924.25,45821.51,2025-06-13 12:15
3924.50,45821.52,2025-06-13 12:30
3924.75,45821.53,2025-06-13 12:45
3925.00,45821.54,2025-06-13 13:00
3925.25,45821.55,2025-06-13 13:15
3925.50,45821.56,2025-06-13 13:30
3925.75,45821.57,2025-06-13 13:45
3926.00,45821.58,2025-06-13 14:00
3926.25,45821.59,2025-06-13 14:15
3926.50,45821.60,2025-06-13 14:30
3926.75,45821.61,2025-06-13 14:45
3927.00,45821.63,2025-06-13 15:00
3927.25,45821.64,2025-06-13 15:15
3927.50,45821.65,2025-06-13 15:30
3927.75,45821.66,2025-06-13 15:45
3928.00,45821.67,2025-06-13 16:00
3928.25,45821.68,2025-06-13 16:15
3928.50,45821.69,2025-06-13 16:30
3928.75,45821.70,2025-06-13 16:45
3929.00,45821.71,2025-06-13 17:00
3929.25,45821.72,2025-06-13 17:15
3929.50,45821.73,2025-06-13 17:30
3929.75,45821.74,2025-06-13 17:45
3930.00,45821.75,2025-06-13 18:00
3930.25,45821.76,2025-06-13 18:15
3930.50,45821.77,2025-06-13 18:30
3930.75,45821.78,2025-06-13 18:45
3931.00,45821.79,2025-06-13 19:00
3931.25,45821.80,2025-06-13 19:15
3931.50,45821.81,2025-06-13 19:30
3931.75,45821.82,2025-06-13 19:45
3932.00,45821.83,2025-06-13 20:00
3932.25,45821.84,2025-06-13 20:15
3932.50,45821.85,2025-06-13 20:30
3932.75,45821.86,2025-06-13 20:45
3933.00,45821.88,2025-06-13 21:00
3933.25,45821.89,2025-06-13 21:15
3933.50,45821.90,2025-06-13 21:30
3933.75,45821.91,2025-06-13 21:45
3934.00,45821.92,2025-06-13 22:00
3934.25,45821.93,2025-06-13 22:15
3934.50,45821.94,2025-06-13 22:30
3934.75,45821.95,2025-06-13 22:45
3935.00,45821.96,2025-06-13 23:00
3935.25,45821.97,2025-06-13 23:15
3935.50,45821.98,2025-06-13 23:30
3935.75,45821.99,2025-06-13 23:45
3936.00,45822.00,2025-06-14 0:00
3936.25,45822.01,2025-06-14 0:15
3936.50,45822.02,2025-06-14 0:30
3936.75,45822.03,2025-06-14 0:45
3937.00,45822.04,2025-06-14 1:00
3937.25,45822.05,2025-06-14 1:15
3937.50,45822.06,2025-06-14 1:30
3937.75,45822.07,2025-06-14 1:45
3938.00,45822.08,2025-06-14 2:00
3938.25,45822.09,2025-06-14 2:15
3938.50,45822.10,2025-06-14 2:30
3938.75,45822.11,2025-06-14 2:45
3939.00,45822.13,2025-06-14 3:00
3939.25,45822.14,2025-06-14 3:15
3939.50,45822.15,2025-06-14 3:30
3939.75,45822.16,2025-06-14 3:45
3940.00,45822.17,2025-06-14 4:00
3940.25,45822.18,2025-06-14 4:15
3940.50,45822.19,2025-06-14 4:30
3940.75,45822.20,2025-06-14 4:45
3941.00,45822.21,2025-06-14 5:00
3941.25,45822.22,2025-06-14 5:15
3941.50,45822.23,2025-06-14 5:30
3941.75,45822.24,2025-06-14 5:45
3942.00,45822.25,2025-06-14 6:00
3942.25,45822.26,2025-06-14 6:15
3942.50,45822.27,2025-06-14 6:30
3942.75,45822.28,2025-06-14 6:45
3943.00,45822.29,2025-06-14 7:00
3943.25,45822.30,2025-06-14 7:15
3943.50,45822.31,2025-06-14 7:30
3943.75,45822.32,2025-06-14 7:45
3944.00,45822.33,2025-06-14 8:00
3944.25,45822.34,2025-06-14 8:15
3944.50,45822.35,2025-06-14 8:30
3944.75,45822.36,2025-06-14 8:45
3945.00,45822.38,2025-06-14 9:00
3945.25,45822.39,2025-06-14 9:15
3945.50,45822.40,2025-06-14 9:30
3945.75,45822.41,2025-06-14 9:45
3946.00,45822.42,2025-06-14 10:00
3946.25,45822.43,2025-06-14 10:15
3946.50,45822.44,2025-06-14 10:30
3946.75,45822.45,2025-06-14 10:45
3947.00,45822.46,2025-06-14 11:00
3947.25,45822.47,2025-06-14 11:15
3947.50,45822.48,2025-06-14 11:30
3947.75,45822.49,2025-06-14 11:45
3948.00,45822.50,2025-06-14 12:00
3948.25,45822.51,2025-06-14 12:15
3948.50,45822.52,2025-06-14 12:30
3948.75,45822.53,2025-06-14 12:45
3949.00,45822.54,2025-06-14 13:00
3949.25,45822.55,2025-06-14 13:15
3949.50,45822.56,2025-06-14 13:30
3949.75,45822.57,2025-06-14 13:45
3950.00,45822.58,2025-06-14 14:00
3950.25,45822.59,2025-06-14 14:15
3950.50,45822.60,2025-06-14 14:30
3950.75,45822.61,2025-06-14 14:45
3951.00,45822.63,2025-06-14 15:00
3951.25,45822.64,2025-06-14 15:15
3951.50,45822.65,2025-06-14 15:30
3951.75,45822.66,2025-06-14 15:45
3952.00,45822.67,2025-06-14 16:00
3952.25,45822.68,2025-06-14 16:15
3952.50,45822.69,2025-06-14 16:30
3952.75,45822.70,2025-06-14 16:45
3953.00,45822.71,2025-06-14 17:00
3953.25,45822.72,2025-06-14 17:15
3953.50,45822.73,2025-06-14 17:30
3953.75,45822.74,2025-06-14 17:45
3954.00,45822.75,2025-06-14 18:00
3954.25,45822.76,2025-06-14 18:15
3954.50,45822.77,2025-06-14 18:30
3954.75,45822.78,2025-06-14 18:45
3955.00,45822.79,2025-06-14 19:00
3955.25,45822.80,2025-06-14 19:15
3955.50,45822.81,2025-06-14 19:30
3955.75,45822.82,2025-06-14 19:45
3956.00,45822.83,2025-06-14 20:00
3956.25,45822.84,2025-06-14 20:15
3956.50,45822.85,2025-06-14 20:30
3956.75,45822.86,2025-06-14 20:45
3957.00,45822.88,2025-06-14 21:00
3957.25,45822.89,2025-06-14 21:15
3957.50,45822.90,2025-06-14 21:30
3957.75,45822.91,2025-06-14 21:45
3958.00,45822.92,2025-06-14 22:00
3958.25,45822.93,2025-06-14 22:15
3958.50,45822.94,2025-06-14 22:30
3958.75,45822.95,2025-06-14 22:45
3959.00,45822.96,2025-06-14 23:00
3959.25,45822.97,2025-06-14 23:15
3959.50,45822.98,2025-06-14 23:30
3959.75,45822.99,2025-06-14 23:45
3960.00,45823.00,2025-06-15 0:00
3960.25,45823.01,2025-06-15 0:15
3960.50,45823.02,2025-06-15 0:30
3960.75,45823.03,2025-06-15 0:45
3961.00,45823.04,2025-06-15 1:00
3961.25,45823.05,2025-06-15 1:15
3961.50,45823.06,2025-06-15 1:30
3961.75,45823.07,2025-06-15 1:45
3962.00,45823.08,2025-06-15 2:00
3962.25,45823.09,2025-06-15 2:15
3962.50,45823.10,2025-06-15 2:30
3962.75,45823.11,2025-06-15 2:45
3963.00,45823.13,2025-06-15 3:00
3963.25,45823.14,2025-06-15 3:15
3963.50,45823.15,2025-06-15 3:30
3963.75,45823.16,2025-06-15 3:45
3964.00,45823.17,2025-06-15 4:00
3964.25,45823.18,2025-06-15 4:15
3964.50,45823.19,2025-06-15 4:30
3964.75,45823.20,2025-06-15 4:45
3965.00,45823.21,2025-06-15 5:00
3965.25,45823.22,2025-06-15 5:15
3965.50,45823.23,2025-06-15 5:30
3965.75,45823.24,2025-06-15 5:45
3966.00,45823.25,2025-06-15 6:00
3966.25,45823.26,2025-06-15 6:15
3966.50,45823.27,2025-06-15 6:30
3966.75,45823.28,2025-06-15 6:45
3967.00,45823.29,2025-06-15 7:00
3967.25,45823.30,2025-06-15 7:15
3967.50,45823.31,2025-06-15 7:30
3967.75,45823.32,2025-06-15 7:45
3968.00,45823.33,2025-06-15 8:00
3968.25,45823.34,2025-06-15 8:15
3968.50,45823.35,2025-06-15 8:30
3968.75,45823.36,2025-06-15 8:45
3969.00,45823.38,2025-06-15 9:00
3969.25,45823.39,2025-06-15 9:15
3969.50,45823.40,2025-06-15 9:30
3969.75,45823.41,2025-06-15 9:45
3970.00,45823.42,2025-06-15 10:00
3970.25,45823.43,2025-06-15 10:15
3970.50,45823.44,2025-06-15 10:30
3970.75,45823.45,2025-06-15 10:45
3971.00,45823.46,2025-06-15 11:00
3971.25,45823.47,2025-06-15 11:15
3971.50,45823.48,2025-06-15 11:30
3971.75,45823.49,2025-06-15 11:45
3972.00,45823.50,2025-06-15 12:00
3972.25,45823.51,2025-06-15 12:15
3972.50,45823.52,2025-06-15 12:30
3972.75,45823.53,2025-06-15 12:45
3973.00,45823.54,2025-06-15 13:00
3973.25,45823.55,2025-06-15 13:15
3973.50,45823.56,2025-06-15 13:30
3973.75,45823.57,2025-06-15 13:45
3974.00,45823.58,2025-06-15 14:00
3974.25,45823.59,2025-06-15 14:15
3974.50,45823.60,2025-06-15 14:30
3974.75,45823.61,2025-06-15 14:45
3975.00,45823.63,2025-06-15 15:00
3975.25,45823.64,2025-06-15 15:15
3975.50,45823.65,2025-06-15 15:30
3975.75,45823.66,2025-06-15 15:45
3976.00,45823.67,2025-06-15 16:00
3976.25,45823.68,2025-06-15 16:15
3976.50,45823.69,2025-06-15 16:30
3976.75,45823.70,2025-06-15 16:45
3977.00,45823.71,2025-06-15 17:00
3977.25,45823.72,2025-06-15 17:15
3977.50,45823.73,2025-06-15 17:30
3977.75,45823.74,2025-06-15 17:45
3978.00,45823.75,2025-06-15 18:00
3978.25,45823.76,2025-06-15 18:15
3978.50,45823.77,2025-06-15 18:30
3978.75,45823.78,2025-06-15 18:45
3979.00,45823.79,2025-06-15 19:00
3979.25,45823.80,2025-06-15 19:15
3979.50,45823.81,2025-06-15 19:30
3979.75,45823.82,2025-06-15 19:45
3980.00,45823.83,2025-06-15 20:00
3980.25,45823.84,2025-06-15 20:15
3980.50,45823.85,2025-06-15 20:30
3980.75,45823.86,2025-06-15 20:45
3981.00,45823.88,2025-06-15 21:00
3981.25,45823.89,2025-06-15 21:15
3981.50,45823.90,2025-06-15 21:30
3981.75,45823.91,2025-06-15 21:45
3982.00,45823.92,2025-06-15 22:00
3982.25,45823.93,2025-06-15 22:15
3982.50,45823.94,2025-06-15 22:30
3982.75,45823.95,2025-06-15 22:45
3983.00,45823.96,2025-06-15 23:00
3983.25,45823.97,2025-06-15 23:15
3983.50,45823.98,2025-06-15 23:30
3983.75,45823.99,2025-06-15 23:45
3984.00,45824.00,2025-06-16 0:00
3984.25,45824.01,2025-06-16 0:15
3984.50,45824.02,2025-06-16 0:30
3984.75,45824.03,2025-06-16 0:45
3985.00,45824.04,2025-06-16 1:00
3985.25,45824.05,2025-06-16 1:15
3985.50,45824.06,2025-06-16 1:30
3985.75,45824.07,2025-06-16 1:45
3986.00,45824.08,2025-06-16 2:00
3986.25,45824.09,2025-06-16 2:15
3986.50,45824.10,2025-06-16 2:30
3986.75,45824.11,2025-06-16 2:45
3987.00,45824.13,2025-06-16 3:00
3987.25,45824.14,2025-06-16 3:15
3987.50,45824.15,2025-06-16 3:30
3987.75,45824.16,2025-06-16 3:45
